Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,total_vaccinations_per_hundred,gdp_per_capita,aged_70_older,life_expectancy,new_cases_smoothed_per_million,new_deaths_smoothed_per_million
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.035,3823.194,2.142,64.5,4.778,0.031
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.035,3823.194,2.142,64.5,32.225,0.282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.035,3823.194,2.142,64.5,21.149,0.345
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.035,3823.194,2.142,64.5,6.689,0.157
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.035,3823.194,2.142,64.5,25.394,0.235
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,113.505,3823.194,2.142,64.5,1.379,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0988461538461538,79.71000000000001,27216.445,10.202,78.73,8.769,0.427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.46,27216.445,10.202,78.73,252.329,9.502
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,99.17,0.0,0.0,0.24,27216.445,10.202,78.73,234.096,7.612
0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,96.5,0.0,0.0,0.68,27216.445,10.202,78.73,254.888,7.948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,90.73,0.0,0.0,2.06,27216.445,10.202,78.73,148.179,7.537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.21,81.79,0.0,0.0,4.68,27216.445,10.202,78.73,139.078,7.219
0.55,0.0,0.0,0.0,0.0,0.0,0.0,55.56,43.89,0.0,0.0,7.3,27216.445,10.202,78.73,193.368,5.125
0.34,0.0,0.0,0.0,0.0,0.4,0.0,76.23,23.03,0.0,0.0,10.6,27216.445,10.202,78.73,337.559,5.76
0.19,0.0,0.0,0.0,0.0,0.19,0.0,91.24,8.38,0.0,0.0,13.43,27216.445,10.202,78.73,588.112,8.16
0.33,0.0,0.0,0.0,0.0,0.0,0.0,97.23,2.44,0.0,0.0,17.63,27216.445,10.202,78.73,682.212,11.615
0.14,0.0,0.18,0.0,0.0,0.0,0.0,98.63,1.05,0.0,0.0,23.83,27216.445,10.202,78.73,410.766,13.803
0.34,0.0,0.11,0.0,0.0,0.0,0.61,98.56,0.38,0.0,0.0,31.74,27216.445,10.202,78.73,164.159,10.084
0.35,0.0,0.0,0.0,0.0,0.0,1.68,97.51,0.46,0.0,0.0,42.45,27216.445,10.202,78.73,75.996,6.202
0.06,0.0,0.43,0.0,0.0,0.0,2.28,96.8,0.43,0.0,0.0,53.14,27216.445,10.202,78.73,23.063,3.024
0.48,0.0,0.64,0.0,0.0,0.0,4.19,92.59,1.78,0.0,0.0,65.32,27216.445,10.202,78.73,8.617,1.565
0.0,0.0,1.33,0.0,0.0,0.0,20.67,73.33,4.0,0.67,0.0,75.67,27216.445,10.202,78.73,3.209,0.567
1.08,0.0,1.08,0.0,0.0,0.0,60.22,33.33,4.29,0.0,0.0,83.75,27216.445,10.202,78.73,2.105,0.283
0.0,0.0,0.41,0.0,0.0,0.0,87.24,8.23,2.47,0.0,0.0,89.54,27216.445,10.202,78.73,2.755,0.102
0.0,0.0,0.3,0.0,0.0,0.0,93.99,2.1,3.01,0.0,0.0,92.73,27216.445,10.202,78.73,3.938,0.091
0.0,0.0,0.0,0.0,0.0,0.0,99.6,0.27,0.13,0.0,0.0,113.505,27216.445,10.202,78.73,5.08,0.064
0.0,0.0,0.0,0.0,0.0,0.0,99.79,0.21,0.0,0.0,0.0,96.64,27216.445,10.202,78.73,8.621,0.147
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,97.83,27216.445,10.202,78.73,16.555,0.238
0.0,0.0,0.0,0.0,0.0,0.0,99.75,0.13,0.12,0.0,0.0,99.65,27216.445,10.202,78.73,29.836,0.465
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,113.505,27216.445,10.202,78.73,67.36,0.93
0.0,0.0,0.0,0.0,0.0,0.0,99.94,0.0,0.06,0.0,0.0,103.36,27216.445,10.202,78.73,205.122,2.135
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,105.75,27216.445,10.202,78.73,387.366,4.229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.064516129032258,24.545,27936.896,14.924,82.05,30.699,0.857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24.545,27936.896,14.924,82.05,33.101,0.197
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24.545,27936.896,14.924,82.05,31.148,0.731
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24.545,27936.896,14.924,82.05,32.202,0.295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,99.73,0.0,0.0,2.34,27936.896,14.924,82.05,549.768,7.011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,30.665,27936.896,14.924,82.05,379.485,7.531
0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,39.035,27936.896,14.924,82.05,355.207,7.615
0.34,0.0,0.0,0.0,0.0,0.0,0.0,25.85,73.81,0.0,0.0,0.33,27936.896,14.924,82.05,491.138,7.292
0.84,0.0,0.0,0.0,0.0,0.0,0.0,15.97,83.19,0.0,0.0,0.84,27936.896,14.924,82.05,810.251,10.242
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15,83.85,0.0,0.0,39.035,27936.896,14.924,82.05,1216.852,23.786
0.5,0.0,0.0,0.0,0.0,0.0,0.0,45.77,53.73,0.0,0.0,4.35,27936.896,14.924,82.05,584.443,22.438
0.78,0.0,1.11,0.0,0.0,0.0,0.0,54.5,43.61,0.0,0.0,7.25,27936.896,14.924,82.05,154.758,8.598
3.81,0.0,1.5,0.0,0.27,0.27,0.0,80.27,13.88,0.0,0.0,10.91,27936.896,14.924,82.05,77.316,3.007
3.16,0.0,2.93,0.0,0.0,0.23,0.0,78.33,15.35,0.0,0.0,14.28,27936.896,14.924,82.05,45.873,1.264
10.0,0.0,10.0,0.0,0.0,0.0,0.0,77.14,2.86,0.0,0.0,19.24,27936.896,14.924,82.05,39.03,0.59
1.39,0.0,4.1,0.5,0.0,0.25,0.06,91.05,2.59,0.06,0.0,27.04,27936.896,14.924,82.05,48.556,0.393
7.14,0.0,13.27,0.0,0.0,1.02,4.08,64.29,10.2,0.0,0.0,34.81,27936.896,14.924,82.05,39.606,0.169
2.07,0.0,2.36,0.09,0.0,0.94,5.94,83.88,4.72,0.0,0.0,46.51,27936.896,14.924,82.05,37.105,0.225
0.91,0.0,6.36,0.0,0.0,0.0,70.0,21.82,0.91,0.0,0.0,57.24,27936.896,14.924,82.05,50.973,0.098
0.16,0.0,1.92,0.0,0.0,0.32,53.81,41.7,0.89,0.08,0.0,68.89,27936.896,14.924,82.05,70.783,0.155
0.34,0.0,1.03,0.0,0.0,0.09,83.33,14.44,0.17,0.0,0.0,83.24,27936.896,14.924,82.05,135.482,0.253
0.0,0.0,0.27,0.0,0.0,0.09,93.29,6.1,0.07,0.0,0.0,101.72,27936.896,14.924,82.05,269.545,0.66
0.08,0.0,0.24,0.0,0.0,0.08,98.48,0.96,0.16,0.0,0.0,115.86,27936.896,14.924,82.05,310.908,1.208
0.0,0.0,0.21,0.0,0.0,0.0,99.16,0.52,0.01,0.0,0.0,128.11,27936.896,14.924,82.05,223.869,1.503
0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,0.2,0.0,0.0,140.61,27936.896,14.924,82.05,225.864,1.012
0.0,0.0,0.18,0.0,0.0,0.0,99.82,0.0,0.0,0.0,0.0,149.13,27936.896,14.924,82.05,164.256,1.124
0.0,0.0,0.64,0.0,0.0,0.0,99.36,0.0,0.0,0.0,0.0,155.48,27936.896,14.924,82.05,88.205,0.674
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,158.02,27936.896,14.924,82.05,58.054,0.632
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,159.12,27936.896,14.924,82.05,62.634,0.731
0.0,0.0,0.0,0.0,0.0,0.0,99.91,0.0,0.09,0.0,0.0,159.86,27936.896,14.924,82.05,79.957,0.337
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,160.39,27936.896,14.924,82.05,145.233,0.787
0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,8827.01,3.833,74.25,149.651,2.513
0.0,0.0,35.71,0.0,0.0,0.0,0.0,4.76,59.53,0.0,0.0,0.03,8827.01,3.833,74.25,186.238,2.869
0.0,0.0,6.12,0.0,0.0,0.0,89.8,0.0,4.08,0.0,0.0,42.94,8827.01,3.833,74.25,46.658,4.531
0.0,0.0,4.76,0.0,0.0,0.0,92.86,0.0,2.38,0.0,0.0,53.81,8827.01,3.833,74.25,19.708,2.731
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,52.195,116935.6,0.617,80.23,362.295,0.097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.035,116935.6,0.617,80.23,560.407,0.536
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.035,116935.6,0.617,80.23,571.57,0.829
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,52.195,116935.6,0.617,80.23,366.926,1.121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,43.855000000000004,116935.6,0.617,80.23,255.391,0.975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78.8,116935.6,0.617,80.23,147.268,0.487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78.8,116935.6,0.617,80.23,102.663,0.244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78.8,116935.6,0.617,80.23,73.707,0.146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78.8,116935.6,0.617,80.23,79.313,0.097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78.8,116935.6,0.617,80.23,73.073,0.195
0.68,0.0,0.0,0.0,0.0,0.0,0.0,6.16,93.16,0.0,0.0,78.8,116935.6,0.617,80.23,69.32,0.049
17.65,0.0,0.0,0.0,0.0,0.0,0.0,32.35,50.0,0.0,0.0,78.8,116935.6,0.617,80.23,136.738,0.097
27.66,0.0,0.0,0.0,0.0,0.0,0.0,39.36,32.98,0.0,0.0,45.88,116935.6,0.617,80.23,134.398,0.097
36.67,0.0,0.0,0.0,0.0,0.0,0.0,52.22,11.11,0.0,0.0,41.005,116935.6,0.617,80.23,159.893,0.195
69.42,0.0,0.0,0.0,0.0,0.0,0.0,28.1,2.48,0.0,0.0,21.01,116935.6,0.617,80.23,170.374,0.341
74.65,0.0,0.0,0.0,0.0,0.0,0.0,22.54,2.81,0.0,0.0,31.9,116935.6,0.617,80.23,286.151,0.975
81.51,0.0,0.0,2.52,0.0,0.0,3.36,9.24,3.37,0.0,0.0,43.39,116935.6,0.617,80.23,315.789,2.486
60.57,0.0,0.0,0.86,0.0,0.0,17.71,9.43,11.43,0.0,0.0,55.81,116935.6,0.617,80.23,228.531,2.096
43.59,0.0,0.0,0.0,0.0,0.0,27.18,9.74,19.49,0.0,0.0,70.75,116935.6,0.617,80.23,102.176,0.975
24.36,0.0,0.0,0.0,0.0,0.0,39.74,17.95,17.95,0.0,0.0,86.85,116935.6,0.617,80.23,83.652,0.439
17.24,0.0,0.0,0.0,0.0,0.0,74.14,8.62,0.0,0.0,0.0,95.99,116935.6,0.617,80.23,53.087,0.487
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,145.65,116935.6,0.617,80.23,82.774,0.0
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,154.78,116935.6,0.617,80.23,57.766,0.049
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,113.505,116935.6,0.617,80.23,41.582,0.0
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,161.57,116935.6,0.617,80.23,29.346,0.049
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0335483870967741,25.16,23313.199,11.69,76.05,15.505,1.225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.5949999999999998,23313.199,11.69,76.05,60.548,1.688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.5949999999999998,23313.199,11.69,76.05,61.317,2.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.5949999999999998,23313.199,11.69,76.05,61.914,1.934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.5949999999999998,23313.199,11.69,76.05,77.337,2.166
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.39,23313.199,11.69,76.05,221.354,4.026
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.39,23313.199,11.69,76.05,312.739,8.335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.39,23313.199,11.69,76.05,255.395,7.371
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.13,23313.199,11.69,76.05,187.685,5.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,90.48,0.0,0.0,0.65,23313.199,11.69,76.05,221.906,4.989
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47,77.53,0.0,0.0,2.53,23313.199,11.69,76.05,130.013,4.257
0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.84,38.16,0.0,0.0,4.66,23313.199,11.69,76.05,123.836,4.175
0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71,17.29,0.0,0.0,7.37,23313.199,11.69,76.05,134.696,3.353
0.0,0.0,1.01,0.0,0.0,0.0,0.0,74.37,24.62,0.0,0.0,9.78,23313.199,11.69,76.05,197.716,4.182
0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.81,10.19,0.0,0.0,13.43,23313.199,11.69,76.05,285.128,5.25
0.77,0.0,0.39,0.0,0.0,0.0,5.02,88.03,5.79,0.0,0.0,17.56,23313.199,11.69,76.05,280.393,7.14
0.0,0.0,0.73,0.0,1.46,0.0,0.0,92.7,5.11,0.0,0.0,22.52,23313.199,11.69,76.05,168.655,8.462
0.81,0.0,1.63,0.0,0.0,0.0,2.44,91.87,3.25,0.0,0.0,28.27,23313.199,11.69,76.05,80.788,6.49
2.4,0.0,0.0,0.6,0.0,0.0,5.99,89.82,1.19,0.0,0.0,35.73,23313.199,11.69,76.05,41.525,4.011
0.66,0.0,3.29,0.0,0.0,0.0,7.89,87.5,0.66,0.0,0.0,41.16,23313.199,11.69,76.05,14.668,2.502
0.0,0.0,3.36,0.0,0.0,0.0,19.33,75.63,1.68,0.0,0.0,44.79,23313.199,11.69,76.05,6.154,7.342
0.0,0.0,2.78,0.0,0.0,0.0,31.94,65.28,0.0,0.0,0.0,46.62,23313.199,11.69,76.05,2.875,6.871
0.0,0.0,0.0,0.0,0.0,0.0,60.34,36.21,3.45,0.0,0.0,47.79,23313.199,11.69,76.05,2.211,1.837
0.0,0.0,0.0,0.0,0.0,0.0,80.21,17.71,1.04,0.0,0.0,48.79,23313.199,11.69,76.05,5.213,0.119
0.0,0.0,0.0,0.0,0.0,0.0,96.53,2.7,0.77,0.0,0.0,49.69,23313.199,11.69,76.05,12.114,0.209
0.0,0.0,0.0,0.0,0.0,0.0,98.9,1.1,0.0,0.0,0.0,50.61,23313.199,11.69,76.05,28.612,0.538
0.0,0.0,0.0,0.0,0.0,0.0,99.83,0.17,0.0,0.0,0.0,51.35,23313.199,11.69,76.05,71.631,1.307
0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.1,0.0,0.0,0.0,52.05,23313.199,11.69,76.05,219.569,4.153
0.0,0.0,0.0,0.0,0.0,0.0,99.89,0.11,0.0,0.0,0.0,54.52,23313.199,11.69,76.05,555.348,9.164
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,58.75,23313.199,11.69,76.05,758.904,18.022
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.72,23313.199,11.69,76.05,626.68,23.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,74.483,0.639
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,61.435,0.892
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,60.423,1.091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,53.83,1.092
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.455,24765.954,9.393,72.58,45.63,1.104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.455,24765.954,9.393,72.58,42.751,0.965
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.455,24765.954,9.393,72.58,37.166,0.831
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.455,24765.954,9.393,72.58,34.031,0.719
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.455,24765.954,9.393,72.58,32.687,0.707
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.455,24765.954,9.393,72.58,36.327,0.739
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.455,24765.954,9.393,72.58,48.22,0.861
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,83.511,1.193
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,111.743,1.847
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,136.415,2.234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,160.604,2.945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,187.026,3.555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,189.391,3.796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,175.667,3.568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,159.563,3.119
1.35,0.0,0.0,0.0,0.0,0.0,0.0,5.41,93.24,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,142.315,3.703
0.99,0.0,0.0,0.0,0.0,0.0,0.0,4.3,94.71,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,88.059,2.981
1.06,0.0,0.0,0.0,0.0,0.0,0.53,19.68,78.73,0.0,0.0,4.57,24765.954,9.393,72.58,72.997,2.898
1.53,0.0,0.0,0.0,0.0,0.0,0.0,15.33,83.14,0.0,0.0,7.8500000000000005,24765.954,9.393,72.58,64.127,2.794
1.36,0.0,0.0,0.0,0.0,0.0,0.45,35.45,62.74,0.0,0.0,8.37,24765.954,9.393,72.58,58.925,2.581
1.6,0.0,0.0,0.32,0.0,0.0,1.28,18.53,78.27,0.0,0.0,11.13,24765.954,9.393,72.58,58.851,2.566
1.29,0.0,0.0,0.0,0.0,0.32,7.44,20.06,70.89,0.0,0.0,13.78,24765.954,9.393,72.58,58.277,2.504
1.4,0.0,0.0,0.0,0.0,1.05,31.58,16.14,49.83,0.0,0.0,16.51,24765.954,9.393,72.58,58.723,2.47
0.0,0.0,0.0,0.0,0.0,0.21,67.93,8.86,23.0,0.0,0.0,19.53,24765.954,9.393,72.58,59.821,2.596
0.36,0.0,0.0,0.0,0.0,0.36,89.04,1.69,8.55,0.0,0.0,22.52,24765.954,9.393,72.58,83.716,2.589
0.0,0.0,0.0,0.0,0.0,0.0,95.56,1.48,2.96,0.0,0.0,26.57,24765.954,9.393,72.58,133.56,3.946
0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.15,0.45,0.0,0.0,32.77,24765.954,9.393,72.58,166.339,4.95
0.0,0.0,0.0,0.0,0.0,0.0,95.33,0.0,4.67,0.0,0.0,39.57,24765.954,9.393,72.58,159.785,5.27
0.0,0.0,0.0,0.0,0.0,0.0,94.14,0.39,5.47,0.0,0.0,45.49,24765.954,9.393,72.58,150.495,5.252
0.0,0.0,0.0,0.0,0.0,0.0,94.27,0.0,5.73,0.0,0.0,52.74,24765.954,9.393,72.58,137.84,5.271
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,56.83,24765.954,9.393,72.58,123.89,5.325
0.0,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.3,0.0,0.0,60.24,24765.954,9.393,72.58,131.34,5.294
0.0,0.0,0.0,0.0,0.0,0.0,99.36,0.0,0.64,0.0,0.0,62.53,24765.954,9.393,72.58,161.699,5.915
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,113.505,24765.954,9.393,72.58,211.873,6.659
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,71.81,24765.954,9.393,72.58,261.761,7.648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.18,1854.211,1.642,69.02,8.145,0.022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.18,1854.211,1.642,69.02,7.048,0.097
5.36,0.0,0.0,0.0,0.0,3.57,0.0,3.57,87.5,0.0,0.0,40.18,1854.211,1.642,69.02,22.08,0.334
10.92,0.0,0.0,0.0,0.0,0.0,81.51,0.84,6.73,0.0,0.0,111.53999999999999,1854.211,1.642,69.02,64.012,0.42
10.17,0.0,0.0,0.0,0.0,0.0,84.75,1.69,3.39,0.0,0.0,111.53999999999999,1854.211,1.642,69.02,60.472,1.108
0.0,0.0,0.0,0.0,0.0,0.0,96.43,3.57,0.0,0.0,0.0,111.53999999999999,1854.211,1.642,69.02,49.163,0.721
0.0,0.0,0.0,0.0,0.0,0.0,97.37,0.0,2.63,0.0,0.0,19.36,1854.211,1.642,69.02,32.431,0.549
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.775,2470.58,1.796,67.94,6.621,0.183
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,90.36,0.0,0.0,5.775,2470.58,1.796,67.94,8.93,0.282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,5.775,2470.58,1.796,67.94,14.372,0.374
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,90.7,0.0,0.0,5.775,2470.58,1.796,67.94,14.696,0.465
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,97.22,0.0,0.0,5.775,2470.58,1.796,67.94,17.695,0.424
0.0,0.0,0.0,0.0,0.0,4.0,50.0,6.0,40.0,0.0,0.0,3.64,2470.58,1.796,67.94,2.575,0.058
0.0,0.0,0.0,0.0,0.0,0.0,78.38,0.0,21.62,0.0,0.0,7.91,2470.58,1.796,67.94,37.317,0.914
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,132.128,0.079
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,94.747,0.026
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,78.69,0.026
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,39.162,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,34.63,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,45.894,0.026
0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,88.89,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,2.803,0.0
0.0,1.64,0.0,0.0,0.0,0.0,0.0,9.84,88.52,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,5.029,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51,86.49,0.0,0.0,0.06,85535.383,7.049,83.62,5.449,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36,71.64,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,5.894,0.0
1.33,0.0,0.0,0.0,4.0,1.33,1.33,24.0,68.01,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,4.086,0.0
0.0,4.76,0.0,0.0,0.0,0.0,0.0,21.43,73.81,0.0,0.0,5.635000000000001,85535.383,7.049,83.62,1.834,0.0
22.58,0.0,0.0,3.23,0.0,0.0,0.0,19.35,54.84,0.0,0.0,11.21,85535.383,7.049,83.62,2.567,0.0
35.56,0.0,0.0,2.22,0.0,2.22,0.0,22.22,37.78,0.0,0.0,19.66,85535.383,7.049,83.62,2.384,0.0
45.12,0.61,0.61,9.15,1.83,1.22,1.22,26.22,14.02,0.0,0.0,15.435,85535.383,7.049,83.62,4.558,0.0
30.32,0.0,2.13,13.83,0.0,1.6,16.49,18.62,17.01,0.0,0.0,15.435,85535.383,7.049,83.62,4.532,0.0
9.42,0.0,0.52,6.81,0.0,1.05,64.92,10.47,6.81,0.0,0.0,68.345,85535.383,7.049,83.62,4.82,0.026
5.91,0.0,0.0,1.36,0.0,0.0,84.09,3.18,5.46,0.0,0.0,62.47,85535.383,7.049,83.62,6.156,0.0
3.64,0.0,0.0,0.0,0.0,0.0,90.3,0.91,5.15,0.0,0.0,74.22,85535.383,7.049,83.62,5.003,0.026
1.12,0.0,1.12,0.0,0.0,0.0,94.94,1.12,1.7,0.0,0.0,86.02,85535.383,7.049,83.62,2.384,0.026
1.38,0.0,0.0,0.0,0.0,0.0,96.31,0.46,1.85,0.0,0.0,98.39,85535.383,7.049,83.62,3.222,0.026
1.33,0.0,0.0,0.0,0.0,0.0,93.33,2.67,2.67,0.0,0.0,116.95,85535.383,7.049,83.62,2.305,0.0
