,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
107473,RWA,2021-11-20,Africa,Rwanda,100207.0,11.0,11.714,1340.0,1.0,0.286,7547.687,0.829,0.882,100.93,0.075,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,,,,,,,,,,,,,,,,,,
108102,SAU,2021-11-20,Asia,Saudi Arabia,549443.0,31.0,35.857,8823.0,1.0,1.714,15547.041,0.877,1.015,249.656,0.028,0.049,,,,,,,,,,,,,,,,,,,47013241.0,24492088.0,22192521.0,,33625.0,48671.0,133.03,69.3,62.8,,1377.0,14733.0,0.042,,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,,14733.0,0.042,48671.0,1377.0,33625.0,,,,,,,,,,,,
108721,SDN,2021-11-20,Africa,Sudan,41558.0,0.0,66.429,3099.0,0.0,0.0,925.375,0.0,1.479,69.006,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44909351.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,,,,,,,,,,,,,,,,,,
109353,SEN,2021-11-20,Africa,Senegal,73965.0,0.0,2.0,1883.0,0.0,0.286,4301.214,0.0,0.116,109.5,0.0,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,,,,,,,,,,,,,,,,,
110021,SGP,2021-11-20,Asia,Singapore,250518.0,1931.0,2148.286,654.0,13.0,11.143,45936.262,354.078,393.921,119.921,2.384,2.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,,,,,,,,,,,,
110113,SHN,2021-05-05,Africa,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7892.0,4361.0,3531.0,,,97.0,129.48,71.55,57.93,,15915.0,0.0,0.0,,6095.0,,,,,,,,,,,,,80.56,,,,,,0.0,0.0,97.0,15915.0,,,,,,,,,,,,,
110518,SLB,2021-11-20,Oceania,Solomon Islands,20.0,0.0,0.0,,,0.0,28.409,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,,,,,,,,,,,,,,,,,,
111118,SLE,2021-11-20,Africa,Sierra Leone,6400.0,0.0,0.0,121.0,0.0,0.0,786.111,0.0,0.0,14.862,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,,,,,,,,,,,,,,,,,,
111730,SLV,2021-11-20,North America,El Salvador,118041.0,0.0,45.571,3751.0,5.0,4.286,18108.614,0.0,6.991,575.439,0.767,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6518500.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,,,,,,,,,,,,,,,,,,,,,
112361,SMR,2021-11-20,Europe,San Marino,5758.0,0.0,19.143,93.0,0.0,0.143,169303.146,0.0,562.86,2734.49,0.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,,,,,,,,,,,,,,,,,,
112976,SOM,2021-11-20,Africa,Somalia,22969.0,0.0,18.857,1324.0,0.0,1.571,1404.016,0.0,1.153,80.932,0.0,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,,,,,,,,,,,,,,,,,,
113610,SRB,2021-11-20,Europe,Serbia,1230976.0,2648.0,3227.143,11166.0,51.0,55.0,179141.029,385.357,469.638,1624.962,7.422,8.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,,,,,,,,,,,,,,,,,,
114205,SSD,2021-11-20,Africa,South Sudan,12638.0,0.0,11.429,133.0,0.0,0.0,1110.41,0.0,1.004,11.686,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11381377.0,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,,,,,,,,,,,,,,,,,,
114799,STP,2021-11-20,Africa,Sao Tome and Principe,3731.0,0.0,0.143,56.0,0.0,0.0,16703.677,0.0,0.64,250.712,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,,,,,,,,,,,,,,,,,,
115416,SUR,2021-11-20,South America,Suriname,50410.0,54.0,56.714,1146.0,3.0,1.857,85181.092,91.247,95.834,1936.472,5.069,3.138,,,,,,,,,,,,,,,,,,,470244.0,255589.0,214655.0,,181.0,922.0,79.46,43.19,36.27,,1558.0,271.0,0.046,,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,271.0,0.046,922.0,1558.0,181.0,,,,,,,,,,,,
116041,SVK,2021-11-20,Europe,Slovakia,1064680.0,12935.0,9595.143,13818.0,37.0,47.571,194970.412,2368.733,1757.119,2530.433,6.776,8.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5460726.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,,,,,,,,,,,,,,,,,,
116699,SVN,2021-11-20,Europe,Slovenia,398439.0,3236.0,3237.714,5044.0,22.0,17.714,191674.889,1556.725,1557.55,2426.49,10.583,8.522,,,,,,,,,,,,,,,,,,,2359521.0,1220991.0,1138530.0,,1315.0,2868.0,113.51,58.74,54.77,,1380.0,1827.0,0.088,,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,,1827.0,0.088,2868.0,1380.0,1315.0,,,,,,,,,,,,
117358,SWE,2021-11-20,Europe,Sweden,1188735.0,0.0,894.857,15110.0,0.0,4.0,116999.645,0.0,88.075,1487.181,0.0,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,,,,,,,,,,,,,,,,,,
117975,SWZ,2021-11-20,Africa,Eswatini,46486.0,1.0,2.0,1248.0,0.0,0.429,39651.338,0.853,1.706,1064.511,0.0,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172369.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,,,,,,,,,,,,,,,,,,,,,
118168,SXM,2021-11-12,North America,Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51155.0,26640.0,24515.0,,,30.0,117.81,61.35,56.46,,691.0,17.0,0.039,,43421.0,1209.088,,,,36327.232,,,,,,,,78.95,,,,,,17.0,0.039,30.0,691.0,,,,,,,,,,,,,
118784,SYC,2021-11-20,Africa,Seychelles,22895.0,0.0,37.429,125.0,0.0,0.429,231473.056,0.0,378.41,1263.775,0.0,4.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,,,,,,,,,,,,,,,,,,
119393,SYR,2021-11-20,Asia,Syria,47091.0,125.0,137.286,2699.0,6.0,5.429,2576.7,6.84,7.512,147.682,0.328,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18275704.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567,,,,,,,,,,,,,,,,,,,,,
119693,TCA,2021-11-05,North America,Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56343.0,29210.0,27133.0,,,69.0,143.64,74.47,69.17,,1759.0,32.0,0.082,,39226.0,37.312,,,,,,,,,,,,80.22,,,,,,32.0,0.082,69.0,1759.0,,,,,,,,,,,,,
120305,TCD,2021-11-20,Africa,Chad,5107.0,0.0,0.0,175.0,0.0,0.0,301.922,0.0,0.0,10.346,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16914985.0,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,,,,,,,,,,,,,,,,,,,,,
120932,TGO,2021-11-20,Africa,Togo,26199.0,0.0,7.286,243.0,0.0,0.0,3090.145,0.0,0.859,28.662,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8478242.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,,,,,,,,,,,,,,,,,,
121619,THA,2021-11-20,Asia,Thailand,2057575.0,6595.0,6606.286,20358.0,53.0,52.714,29414.584,94.28,94.442,291.033,0.758,0.754,,,,,,,,,,,,,,,,,,,88330952.0,46473004.0,38836504.0,3021444.0,,605198.0,126.28,66.44,55.52,4.32,8652.0,200529.0,0.287,,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,,200529.0,0.287,605198.0,8652.0,,,,,,,,,,,,,
122188,TJK,2021-11-20,Asia,Tajikistan,17489.0,0.0,0.143,125.0,0.0,0.0,1793.813,0.0,0.015,12.821,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9749625.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,,,,,,,,,,,,,,,,,,
122302,TKL,2021-10-12,Oceania,Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.0,968.0,968.0,,,17.0,141.52,70.76,70.76,,12427.0,0.0,0.0,,1368.0,,,,,,,,,,,,,81.86,,,,,,0.0,0.0,17.0,12427.0,,,,,,,,,,,,,
122485,TKM,2021-08-29,Asia,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7580976.0,4374694.0,3206282.0,,,41369.0,123.91,71.51,52.41,,6762.0,23860.0,0.39,62.5,6117933.0,12.253,26.9,4.277,2.541,16389.023,,536.783,7.11,,,100.0,7.4,68.19,0.715,,,,,23860.0,0.39,41369.0,6762.0,,,,,,,,,,,,,
123094,TLS,2021-11-20,Asia,Timor,19819.0,3.0,1.429,122.0,0.0,0.0,14747.651,2.232,1.063,90.782,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343875.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,,,,,,,,,,,,,,,,,,
123309,TON,2021-11-20,Oceania,Tonga,1.0,0.0,0.0,,,0.0,9.367,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106759.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,,,,,,,,,,,,,,,,,,,,,
123926,TTO,2021-11-20,North America,Trinidad and Tobago,65485.0,592.0,509.0,1947.0,28.0,13.857,46662.543,421.841,362.697,1387.371,19.952,9.874,,,,,,,,,,,,,,,,,,,1271530.0,637017.0,634513.0,,2092.0,1858.0,90.61,45.39,45.21,,1324.0,735.0,0.052,,1403374.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,,,,,735.0,0.052,1858.0,1324.0,2092.0,,,,,,,,,,,,
124553,TUN,2021-11-20,Africa,Tunisia,716183.0,109.0,78.0,25340.0,6.0,4.571,60003.113,9.132,6.535,2123.031,0.503,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11935764.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,,,,,,,,,,,,,,,,,,,,,
125173,TUR,2021-11-20,Asia,Turkey,8552347.0,23347.0,23405.0,74847.0,201.0,215.0,100565.285,274.533,275.215,880.11,2.364,2.528,,,,,,,,,,,,,,,,,,,119272284.0,56026218.0,50012340.0,13233726.0,71817.0,138515.0,140.25,65.88,58.81,15.56,1629.0,30797.0,0.036,,85042736.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,,30797.0,0.036,138515.0,1629.0,71817.0,,,,,,,,,,,,
125352,TUV,2021-10-22,Oceania,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12114.0,6230.0,5884.0,,,30.0,101.58,52.24,49.34,,2516.0,0.0,0.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,,,0.0,0.0,30.0,2516.0,,,,,,,,,,,,,
126027,TWN,2021-11-20,Asia,Taiwan,16520.0,4.0,5.857,848.0,0.0,0.0,692.517,0.168,0.246,35.548,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23855008.0,,42.2,,8.353,,,103.957,,,,,,80.46,,,,,,,,,,,,,,,,,,,,,,
126642,TZA,2021-11-20,Africa,Tanzania,26227.0,0.0,4.429,727.0,0.0,0.286,426.466,0.0,0.072,11.821,0.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61498438.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,,,,,,,,,,,,,,,,,,,,
127252,UGA,2021-11-20,Africa,Uganda,127128.0,0.0,34.143,3256.0,0.0,2.714,2697.76,0.0,0.725,69.095,0.0,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47123533.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,,,,,,,,,,,,,,,,,,,,,
127880,UKR,2021-11-20,Europe,Ukraine,3481347.0,19474.0,18236.143,85847.0,696.0,684.714,80092.053,448.02,419.542,1975.001,16.012,15.753,,,,,,,,,,,,,,,,,,,22569609.0,12805744.0,9784545.0,,152321.0,245158.0,51.92,29.46,22.51,,5640.0,88312.0,0.203,,43466822.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,,88312.0,0.203,245158.0,5640.0,152321.0,,,,,,,,,,,,
128498,URY,2021-11-20,South America,Uruguay,397712.0,163.0,187.143,6112.0,2.0,1.571,114116.113,46.77,53.697,1753.726,0.574,0.451,,,,,,,,,,,,,,,,,,,6719939.0,2776031.0,2638669.0,1305239.0,6.0,3627.0,192.82,79.65,75.71,37.45,1041.0,610.0,0.018,,3485152.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,,,,,610.0,0.018,3627.0,1041.0,6.0,,,,,,,,,,,,
129167,USA,2021-11-20,North America,United States,47701872.0,41493.0,92581.286,771013.0,322.0,1124.429,143285.407,124.635,278.093,2315.945,0.967,3.378,,,,,,,,,,,,,,,,,,,449955588.0,229837421.0,194643878.0,34440477.0,3.0,838263.0,133.79,68.34,57.87,10.24,2492.0,261107.0,0.078,,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,,261107.0,0.078,838263.0,2492.0,3.0,,,,,,,,,,,,
129783,UZB,2021-11-20,Asia,Uzbekistan,191122.0,272.0,237.714,1373.0,3.0,2.714,5631.875,8.015,7.005,40.459,0.088,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,,,,,,,,,,,,,,,,,,
130408,VAT,2021-11-20,Europe,Vatican,27.0,0.0,0.0,,,0.0,33251.232,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,,,,,,,,,,,,,,,,,,
131025,VCT,2021-11-20,North America,Saint Vincent and the Grenadines,5391.0,13.0,17.286,73.0,0.0,0.286,48450.152,116.834,155.351,656.068,0.0,2.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,,,,,,,,,,,,,,,,,,
131642,VEN,2021-11-20,South America,Venezuela,424441.0,808.0,791.571,5073.0,7.0,7.714,14786.336,28.148,27.576,176.729,0.244,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,,,,,,,,,,,,,,,,,,
131818,VGB,2021-11-12,North America,British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34608.0,18137.0,16471.0,,,33.0,113.76,59.62,54.14,,1085.0,14.0,0.046,,30423.0,207.973,,,,,,,13.67,,,,,79.07,,,,,,14.0,0.046,33.0,1085.0,,,,,,,,,,,,,
132486,VNM,2021-11-20,Asia,Vietnam,1084625.0,9531.0,9468.429,23685.0,107.0,95.286,11048.568,97.088,96.45,241.268,1.09,0.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,,,,,,,,,,,,,,,,,,
132862,VUT,2021-11-20,Oceania,Vanuatu,6.0,0.0,0.0,1.0,0.0,0.0,19.08,0.0,0.0,3.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314464.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,,,,,,,,,,,,,,,,,,,,
133100,WLF,2021-11-15,Oceania,Wallis and Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11858.0,5988.0,5870.0,,,12.0,106.89,53.98,52.91,,1082.0,3.0,0.027,,11094.0,,,,,,,,,,,,,79.94,,,,,,3.0,0.027,12.0,1082.0,,,,,,,,,,,,,
133468,WSM,2021-11-20,Oceania,Samoa,3.0,0.0,0.0,,,0.0,14.989,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,,,,,,,,,,,,,,,,,,
134058,YEM,2021-11-20,Asia,Yemen,9955.0,1.0,5.286,1938.0,3.0,2.143,326.494,0.033,0.173,63.56,0.098,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30490639.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,,,,,,,,,,,,,,,,,,,,,
134711,ZAF,2021-11-20,Africa,South Africa,2929175.0,887.0,499.714,89572.0,10.0,-24.857,48785.437,14.773,8.323,1491.822,0.167,-0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60041996.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,,,,,,,,,,,,,,,,,,
135324,ZMB,2021-11-20,Africa,Zambia,210057.0,14.0,12.286,3667.0,0.0,0.429,11101.993,0.74,0.649,193.809,0.0,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,,,,,,,,,,,,,,,,,,
135935,ZWE,2021-11-20,Africa,Zimbabwe,133615.0,22.0,31.714,4699.0,0.0,0.429,8853.266,1.458,2.101,311.353,0.0,0.028,,,,,,,,,,,,,,,,,,,6396012.0,3651820.0,2744192.0,,33513.0,34377.0,42.38,24.2,18.18,,2278.0,26983.0,0.179,,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,,26983.0,0.179,34377.0,2278.0,33513.0,,,,,,,,,,,,
